May,9,Shubuh,Abandoned,,
May,9,Dzuhur,Committed,Jamaah,Mosque
May,9,Ashar,Committed,Jamaah,Mosque
May,9,Maghrib,Committed,Alone,Home
May,9,Isya,Committed,Alone,Home
May,10,Shubuh,Committed,Alone,Home
May,10,Dzuhur,Committed,Jamaah,Mosque
May,10,Ashar,Committed,Jamaah,Mosque
May,10,Maghrib,Abandoned,,
May,10,Isya,Committed,Jamaah,Mosque
May,11,Shubuh,Abandoned,,
May,11,Dzuhur,Abandoned,,
May,11,Ashar,Committed,Alone,Mosque
May,11,Maghrib,Abandoned,,
May,11,Isya,Committed,Jamaah,Mosque
May,12,Shubuh,Abandoned,,
May,12,Dzuhur,Committed,Alone,Mosque
May,12,Ashar,Committed,Jamaah,Mosque
May,12,Maghrib,Committed,Alone,Home
May,12,Isya,Committed,Jamaah,Mosque
May,13,Shubuh,Committed,Alone,Home
May,13,Dzuhur,Committed,Alone,Home
May,13,Ashar,Committed,Jamaah,Mosque
May,13,Maghrib,Committed,Alone,Home
May,13,Isya,Committed,Alone,Home
May,14,Shubuh,Abandoned,,
May,14,Dzuhur,Abandoned,,
May,14,Ashar,Committed,Alone,Home
May,14,Maghrib,Committed,Alone,Home
May,14,Isya,Committed,Jamaah,Mosque
May,15,Shubuh,Abandoned,,
May,15,Dzuhur,Committed,Alone,Mosque
May,15,Ashar,Abandoned,,
May,15,Maghrib,Abandoned,,
May,15,Isya,Committed,Alone,Home
May,16,Shubuh,Committed,Alone,Home
May,16,Dzuhur,Committed,Jamaah,Mosque
May,16,Ashar,Committed,Alone,Mosque
May,16,Maghrib,Committed,Alone,Home
May,16,Isya,Committed,Jamaah,Mosque
May,17,Shubuh,Abandoned,,
May,17,Dzuhur,Abandoned,,
May,17,Ashar,Committed,Alone,Home
May,17,Maghrib,Committed,Alone,Home
May,17,Isya,Committed,Jamaah,Mosque
May,18,Shubuh,Abandoned,,
May,18,Dzuhur,Committed,Alone,Home
May,18,Ashar,Committed,Jamaah,Mosque
May,18,Maghrib,Committed,Alone,Home
May,18,Isya,Committed,Jamaah,Mosque
May,19,Shubuh,Abandoned,,
May,19,Dzuhur,Committed,Alone,Mosque
May,19,Ashar,Committed,Alone,Home
May,19,Maghrib,Abandoned,,
May,19,Isya,Committed,Jamaah,Mosque
May,20,Shubuh,Abandoned,,
May,20,Dzuhur,Committed,Jamaah,Mosque
May,20,Ashar,Committed,Jamaah,Mosque
May,20,Maghrib,Committed,Alone,Home
May,20,Isya,Committed,Jamaah,Mosque
May,21,Shubuh,Abandoned,,
May,21,Dzuhur,Committed,Alone,Home
May,21,Ashar,Committed,Alone,Home
May,21,Maghrib,Abandoned,,
May,21,Isya,Committed,Jamaah,Mosque
May,22,Shubuh,Abandoned,,
May,22,Dzuhur,Committed,Jamaah,Mosque
May,22,Ashar,Abandoned,,
May,22,Maghrib,Committed,Alone,Home
May,22,Isya,Committed,Alone,Home
May,23,Shubuh,Abandoned,,
May,23,Dzuhur,Committed,Jamaah,Mosque
May,23,Ashar,Committed,Alone,Home
May,23,Maghrib,Committed,Alone,Home
May,23,Isya,Committed,Jamaah,Mosque
May,24,Shubuh,Committed,Alone,Home
May,24,Dzuhur,Committed,Jamaah,Mosque
May,24,Ashar,Committed,Alone,Mosque
May,24,Maghrib,Committed,Alone,Home
May,24,Isya,Committed,Jamaah,Mosque
May,25,Shubuh,Abandoned,,
May,25,Dzuhur,Abandoned,,
May,25,Ashar,Abandoned,,
May,25,Maghrib,Committed,Alone,Home
May,25,Isya,Committed,Jamaah,Mosque
May,26,Shubuh,Abandoned,,
May,26,Dzuhur,Committed,Jamaah,Mosque
May,26,Ashar,Abandoned,,
May,26,Maghrib,Abandoned,,
May,26,Isya,Committed,Jamaah,Mosque
May,27,Shubuh,Committed,Alone,Home
May,27,Dzuhur,Committed,Alone,Mosque
May,27,Ashar,Committed,Alone,Mosque
May,27,Maghrib,Committed,Alone,Home
May,27,Isya,Committed,Jamaah,Mosque
May,28,Shubuh,Abandoned,,
May,28,Dzuhur,Committed,Alone,Mosque
May,28,Ashar,Committed,Jamaah,Mosque
May,28,Maghrib,Abandoned,,
May,28,Isya,Committed,Jamaah,Mosque
May,29,Shubuh,Committed,Alone,Home
May,29,Dzuhur,Committed,Alone,Home
May,29,Ashar,Committed,Jamaah,Mosque
May,29,Maghrib,Committed,Alone,Home
May,29,Isya,Committed,Alone,Home
May,30,Shubuh,Committed,Alone,Home
May,30,Dzuhur,Committed,Jamaah,Mosque
May,30,Ashar,Committed,Alone,Home
May,30,Maghrib,Committed,Alone,Home
May,30,Isya,Committed,Jamaah,Mosque
May,31,Shubuh,Committed,Alone,Home
May,31,Dzuhur,Committed,Alone,Mosque
May,31,Ashar,Committed,Jamaah,Mosque
May,31,Maghrib,Committed,Alone,Home
May,31,Isya,Committed,Jamaah,Mosque
Month,Date,Shalat,Commitment,Person,Place
June,1,Shubuh,Committed,Alone,Home
June,1,Dzuhur,Committed,Alone,Home
June,1,Ashar,Committed,Alone,Mosque
June,1,Maghrib,Committed,Alone,Home
June,1,Isya,Committed,Jamaah,Mosque
June,2,Shubuh,Committed,Alone,Home
June,2,Dzuhur,Committed,Alone,Mosque
June,2,Ashar,Abandoned,,
June,2,Maghrib,Abandoned,,
June,2,Isya,Committed,Jamaah,Mosque
June,3,Shubuh,Committed,Alone,Home
June,3,Dzuhur,Committed,Jamaah,Mosque
June,3,Ashar,Abandoned,,
June,3,Maghrib,Committed,Alone,Home
June,3,Isya,Committed,Jamaah,Mosque
June,4,Shubuh,Committed,Alone,Home
June,4,Dzuhur,Abandoned,,
June,4,Ashar,Committed,Jamaah,Mosque
June,4,Maghrib,Committed,Alone,Home
June,4,Isya,Committed,Jamaah,Mosque
June,5,Shubuh,Committed,Jamaah,Mosque
June,5,Dzuhur,Committed,Alone,Home
June,5,Ashar,Committed,Jamaah,Mosque
June,5,Maghrib,Committed,Alone,Home
June,5,Isya,Committed,Jamaah,Mosque
June,6,Shubuh,Committed,Alone,Home
June,6,Dzuhur,Committed,Jamaah,Mosque
June,6,Ashar,Committed,Alone,Home
June,6,Maghrib,Committed,Jamaah,Mosque
June,6,Isya,Committed,Jamaah,Mosque
June,7,Shubuh,Committed,Alone,Home
June,7,Dzuhur,Committed,Jamaah,Mosque
June,7,Ashar,Committed,Alone,Home
June,7,Maghrib,Committed,Alone,Home
June,7,Isya,Committed,Jamaah,Mosque
June,8,Shubuh,Committed,Alone,Home
June,8,Dzuhur,Abandoned,,
June,8,Ashar,Abandoned,,
June,8,Maghrib,Committed,Alone,Home
June,8,Isya,Committed,Alone,Home
June,9,Shubuh,Committed,Alone,Home
June,9,Dzuhur,Abandoned,,
June,9,Ashar,Abandoned,,
June,9,Maghrib,Committed,Alone,Home
June,9,Isya,Abandoned,,
June,10,Shubuh,Committed,Alone,Home
June,10,Dzuhur,Abandoned,,
June,10,Ashar,Abandoned,,
June,10,Maghrib,Committed,Alone,Home
June,10,Isya,Committed,Alone,Home
June,11,Shubuh,Committed,Alone,Home
June,11,Dzuhur,Abandoned,,
June,11,Ashar,Abandoned,,
June,11,Maghrib,Committed,Alone,Home
June,11,Isya,Committed,Alone,Home
June,12,Shubuh,Committed,Alone,Home
June,12,Dzuhur,Committed,Alone,Home
June,12,Ashar,Committed,Alone,Home
June,12,Maghrib,Committed,Alone,Home
June,12,Isya,Committed,Alone,Home
June,13,Shubuh,Committed,Alone,Home
June,13,Dzuhur,Abandoned,,
June,13,Ashar,Abandoned,,
June,13,Maghrib,Committed,Alone,Home
June,13,Isya,Committed,Alone,Home
June,14,Shubuh,Abandoned,,
June,14,Dzuhur,Committed,Alone,Home
June,14,Ashar,Committed,Alone,Mosque
June,14,Maghrib,Abandoned,,
June,14,Isya,Committed,Jamaah,Mosque
June,15,Shubuh,Committed,Alone,Home
June,15,Dzuhur,Committed,Alone,Mosque
June,15,Ashar,Committed,Jamaah,Mosque
June,15,Maghrib,Committed,Alone,Home
June,15,Isya,Committed,Jamaah,Mosque
June,16,Shubuh,Committed,Alone,Home
June,16,Dzuhur,Committed,Alone,Mosque
June,16,Ashar,Committed,Jamaah,Mosque
June,16,Maghrib,Committed,Alone,Home
June,16,Isya,Committed,Alone,Home
June,17,Shubuh,Committed,Alone,Home
June,17,Dzuhur,Committed,Jamaah,Mosque
June,17,Ashar,Committed,Jamaah,Mosque
June,17,Maghrib,Committed,Alone,Home
June,17,Isya,Committed,Alone,Home
June,18,Shubuh,Abandoned,,
June,18,Dzuhur,Committed,Alone,Home
June,18,Ashar,Committed,Jamaah,Mosque
June,18,Maghrib,Committed,Alone,Home
June,18,Isya,Committed,Jamaah,Mosque
June,19,Shubuh,Committed,Alone,Home
June,19,Dzuhur,Committed,Alone,Home
June,19,Ashar,Committed,Jamaah,Mosque
June,19,Maghrib,Committed,Alone,Home
June,19,Isya,Committed,Alone,Home
June,20,Shubuh,Committed,Alone,Home
June,20,Dzuhur,Committed,Jamaah,Mosque
June,20,Ashar,Committed,Alone,Home
June,20,Maghrib,Committed,Alone,Home
June,20,Isya,Committed,Alone,Home
June,21,Shubuh,Committed,Alone,Home
June,21,Dzuhur,Committed,Jamaah,Mosque
June,21,Ashar,Committed,Jamaah,Mosque
June,21,Maghrib,Committed,Alone,Home
June,21,Isya,Committed,Alone,Home
June,22,Shubuh,Committed,Alone,Home
June,22,Dzuhur,Committed,Alone,Home
June,22,Ashar,Committed,Alone,Home
June,22,Maghrib,Committed,Alone,Home
June,22,Isya,Committed,Jamaah,Mosque
June,23,Shubuh,Abandoned,,
June,23,Dzuhur,Committed,Alone,Mosque
June,23,Ashar,Committed,Alone,Home
June,23,Maghrib,Committed,Alone,Home
June,23,Isya,Committed,Alone,Home
June,24,Shubuh,Committed,Alone,Home
June,24,Dzuhur,Committed,Jamaah,Mosque
June,24,Ashar,Committed,Jamaah,Mosque
June,24,Maghrib,Committed,Alone,Home
June,24,Isya,Committed,Jamaah,Mosque
June,25,Shubuh,Abandoned,,
June,25,Dzuhur,Committed,Jamaah,Mosque
June,25,Ashar,Abandoned,,
June,25,Maghrib,Committed,Alone,Home
June,25,Isya,Committed,Jamaah,Mosque
June,26,Shubuh,Committed,Alone,Home
June,26,Dzuhur,Committed,Jamaah,Mosque
June,26,Ashar,Committed,Alone,Home
June,26,Maghrib,Committed,Jamaah,Mosque
June,26,Isya,Committed,Jamaah,Mosque
June,27,Shubuh,Committed,Alone,Home
June,27,Dzuhur,Committed,Jamaah,Mosque
June,27,Ashar,Committed,Jamaah,Mosque
June,27,Maghrib,Committed,Alone,Home
June,27,Isya,Committed,Jamaah,Mosque
June,28,Shubuh,Committed,Alone,Home
June,28,Dzuhur,Committed,Jamaah,Mosque
June,28,Ashar,Committed,Jamaah,Mosque
June,28,Maghrib,Committed,Alone,Home
June,28,Isya,Committed,Alone,Home
June,29,Shubuh,Committed,Alone,Home
June,29,Dzuhur,Committed,Jamaah,Mosque
June,29,Ashar,Committed,Alone,Home
June,29,Maghrib,Abandoned,Alone,Home
June,29,Isya,Abandoned,Jamaah,Mosque
June,30,Shubuh,Abandoned,,
June,30,Dzuhur,Abandoned,Jamaah,Mosque
June,30,Ashar,Abandoned,Alone,Home
June,30,Maghrib,Abandoned,Alone,Home
June,30,Isya,Abandoned,Jamaah,Mosque
June,,,,,
June,,,,,
June,,,,,
June,,,,,
June,,,,,
Month,Date,Shalat,Commitment,Person,Place
July,1,Shubuh,Committed,Alone,Home
July,1,Dzuhur,Committed,Jamaah,Mosque
July,1,Ashar,Committed,Jamaah,Mosque
July,1,Maghrib,Committed,Alone,Home
July,1,Isya,Committed,Jamaah,Mosque
July,2,Shubuh,Committed,Alone,Home
July,2,Dzuhur,Committed,Alone,Mosque
July,2,Ashar,Committed,Jamaah,Mosque
July,2,Maghrib,Committed,Alone,Home
July,2,Isya,Committed,Alone,Home
July,3,Shubuh,Committed,Alone,Home
July,3,Dzuhur,Committed,Alone,Mosque
July,3,Ashar,Committed,Jamaah,Mosque
July,3,Maghrib,Committed,Alone,Home
July,3,Isya,Committed,Alone,Home
July,4,Shubuh,Committed,Alone,Home
July,4,Dzuhur,Committed,Jamaah,Mosque
July,4,Ashar,Committed,Jamaah,Mosque
July,4,Maghrib,Committed,Alone,Home
July,4,Isya,Committed,Alone,Home
July,5,Shubuh,Committed,Alone,Home
July,5,Dzuhur,Committed,Alone,Home
July,5,Ashar,Committed,Jamaah,Mosque
July,5,Maghrib,Committed,Alone,Home
July,5,Isya,Committed,Alone,Home
July,6,Shubuh,Abandoned,,
July,6,Dzuhur,Committed,Jamaah,Mosque
July,6,Ashar,Committed,Alone,Home
July,6,Maghrib,Committed,Alone,Home
July,6,Isya,Committed,Alone,Home
July,7,Shubuh,Committed,Alone,Home
July,7,Dzuhur,Committed,Alone,Mosque
July,7,Ashar,Committed,Jamaah,Mosque
July,7,Maghrib,Committed,Alone,Home
July,7,Isya,Committed,Alone,Home
July,8,Shubuh,Committed,Alone,Home
July,8,Dzuhur,Committed,Jamaah,Mosque
July,8,Ashar,Committed,Alone,Home
July,8,Maghrib,Committed,Alone,Home
July,8,Isya,Committed,Jamaah,Mosque
July,9,Shubuh,Committed,Alone,Home
July,9,Dzuhur,Committed,Alone,Mosque
July,9,Ashar,Committed,Alone,Home
July,9,Maghrib,Committed,Alone,Home
July,9,Isya,Committed,Jamaah,Mosque
July,10,Shubuh,Committed,Alone,Home
July,10,Dzuhur,Committed,Jamaah,Mosque
July,10,Ashar,Abandoned,,
July,10,Maghrib,Committed,Alone,Home
July,10,Isya,Committed,Jamaah,Mosque
July,11,Shubuh,Committed,Alone,Home
July,11,Dzuhur,Committed,Jamaah,Mosque
July,11,Ashar,Committed,Jamaah,Mosque
July,11,Maghrib,Committed,Alone,Home
July,11,Isya,Committed,Jamaah,Mosque
July,12,Shubuh,Committed,Alone,Home
July,12,Dzuhur,Committed,Alone,Home
July,12,Ashar,Committed,Jamaah,Mosque
July,12,Maghrib,Committed,Alone,Home
July,12,Isya,Committed,Jamaah,Mosque
July,13,Shubuh,Committed,Alone,Home
July,13,Dzuhur,Committed,Alone,Home
July,13,Ashar,Committed,Jamaah,Mosque
July,13,Maghrib,Committed,Alone,Home
July,13,Isya,Committed,Jamaah,Mosque
July,14,Shubuh,Committed,Alone,Home
July,14,Dzuhur,Committed,Alone,Home
July,14,Ashar,Committed,Jamaah,Mosque
July,14,Maghrib,Committed,Alone,Home
July,14,Isya,Committed,Jamaah,Mosque
July,15,Shubuh,Committed,Alone,Home
July,15,Dzuhur,Committed,Jamaah,Mosque
July,15,Ashar,Committed,Jamaah,Mosque
July,15,Maghrib,Committed,Alone,Home
July,15,Isya,Committed,Jamaah,Mosque
July,16,Shubuh,Committed,Alone,Home
July,16,Dzuhur,Committed,Jamaah,Mosque
July,16,Ashar,Committed,Jamaah,Mosque
July,16,Maghrib,Committed,Alone,Home
July,16,Isya,Committed,Alone,Home
July,17,Shubuh,Committed,Jamaah,Mosque
July,17,Dzuhur,Committed,Alone,Home
July,17,Ashar,Committed,Jamaah,Mosque
July,17,Maghrib,Committed,Alone,Home
July,17,Isya,Committed,Jamaah,Mosque
July,18,Shubuh,Committed,Alone,Home
July,18,Dzuhur,Committed,Jamaah,Mosque
July,18,Ashar,Committed,Jamaah,Mosque
July,18,Maghrib,Committed,Alone,Home
July,18,Isya,Committed,Alone,Home
July,19,Shubuh,Committed,Alone,Home
July,19,Dzuhur,Committed,Jamaah,Mosque
July,19,Ashar,Committed,Jamaah,Mosque
July,19,Maghrib,Committed,Alone,Home
July,19,Isya,Committed,Jamaah,Mosque
July,20,Shubuh,Abandoned,,
July,20,Dzuhur,Committed,Jamaah,Mosque
July,20,Ashar,Committed,Alone,Mosque
July,20,Maghrib,Committed,Alone,Home
July,20,Isya,Committed,Jamaah,Mosque
July,21,Shubuh,Abandoned,,
July,21,Dzuhur,Committed,Jamaah,Mosque
July,21,Ashar,Committed,Jamaah,Mosque
July,21,Maghrib,Abandoned,,
July,21,Isya,Committed,Jamaah,Mosque
July,22,Shubuh,Committed,Alone,Home
July,22,Dzuhur,Committed,Alone,Home
July,22,Ashar,Committed,Alone,Home
July,22,Maghrib,Abandoned,,
July,22,Isya,Committed,Alone,Home
July,23,Shubuh,Committed,Alone,Home
July,23,Dzuhur,Committed,Jamaah,Mosque
July,23,Ashar,Committed,Jamaah,Mosque
July,23,Maghrib,Committed,Alone,Home
July,23,Isya,Committed,Jamaah,Mosque
July,24,Shubuh,Committed,Alone,Mosque
July,24,Dzuhur,Committed,Alone,Home
July,24,Ashar,Committed,Alone,Home
July,24,Maghrib,Committed,Alone,Home
July,24,Isya,Committed,Jamaah,Mosque
July,25,Shubuh,Committed,Alone,Home
July,25,Dzuhur,Committed,Jamaah,Mosque
July,25,Ashar,Committed,Alone,Home
July,25,Maghrib,Committed,Alone,Home
July,25,Isya,Committed,Jamaah,Mosque
July,26,Shubuh,Committed,Alone,Home
July,26,Dzuhur,Committed,Alone,Home
July,26,Ashar,Committed,Alone,Home
July,26,Maghrib,Committed,Jamaah,Mosque
July,26,Isya,Committed,Jamaah,Mosque
July,27,Shubuh,Committed,Alone,Home
July,27,Dzuhur,Committed,Alone,Home
July,27,Ashar,Committed,Jamaah,Mosque
July,27,Maghrib,Committed,Alone,Home
July,27,Isya,Committed,Alone,Home
July,28,Shubuh,Committed,Alone,Home
July,28,Dzuhur,Committed,Alone,Mosque
July,28,Ashar,Committed,Alone,Home
July,28,Maghrib,Committed,Alone,Home
July,28,Isya,Committed,Jamaah,Mosque
July,29,Shubuh,Committed,Alone,Home
July,29,Dzuhur,Committed,Alone,Mosque
July,29,Ashar,Committed,Alone,Mosque
July,29,Maghrib,Committed,Alone,Home
July,29,Isya,Committed,Alone,Home
July,30,Shubuh,Committed,Alone,Home
July,30,Dzuhur,Committed,Alone,Mosque
July,30,Ashar,Committed,Jamaah,Mosque
July,30,Maghrib,Committed,Alone,Home
July,30,Isya,Committed,Alone,Home
July,31,Shubuh,Committed,Alone,Home
July,31,Dzuhur,Committed,Alone,Home
July,31,Ashar,Committed,Jamaah,Mosque
July,31,Maghrib,Committed,Alone,Home
July,31,Isya,Committed,Jamaah,Mosque
Month,Date,Shalat,Commitment,Person,Place
August,1,Shubuh,Committed,Alone,Home
August,1,Dzuhur,Committed,Jamaah,Mosque
August,1,Ashar,Committed,Alone,Home
August,1,Maghrib,Committed,Alone,Home
August,1,Isya,Committed,Jamaah,Mosque
August,2,Shubuh,Committed,Alone,Home
August,2,Dzuhur,Committed,Alone,Mosque
August,2,Ashar,Committed,Jamaah,Mosque
August,2,Maghrib,Committed,Alone,Home
August,2,Isya,Committed,Jamaah,Mosque
August,3,Shubuh,Committed,Alone,Home
August,3,Dzuhur,Committed,Jamaah,Mosque
August,3,Ashar,Committed,Jamaah,Mosque
August,3,Maghrib,Committed,Alone,Mosque
August,3,Isya,Committed,Alone,Mosque
August,4,Shubuh,Committed,Alone,Home
August,4,Dzuhur,Abandoned,,
August,4,Ashar,Committed,Alone,Home
August,4,Maghrib,Committed,Alone,Home
August,4,Isya,Committed,Jamaah,Mosque
August,5,Shubuh,Committed,Alone,Home
August,5,Dzuhur,Committed,Alone,Mosque
August,5,Ashar,Committed,Jamaah,Mosque
August,5,Maghrib,Committed,Alone,Home
August,5,Isya,Committed,Jamaah,Mosque
August,6,Shubuh,Committed,Alone,Home
August,6,Dzuhur,Committed,Alone,Home
August,6,Ashar,Committed,Jamaah,Mosque
August,6,Maghrib,Committed,Alone,Home
August,6,Isya,Committed,Jamaah,Mosque
August,7,Shubuh,Committed,Alone,Home
August,7,Dzuhur,Committed,Jamaah,Mosque
August,7,Ashar,Committed,Alone,Home
August,7,Maghrib,Committed,Alone,Home
August,7,Isya,Committed,Alone,Home
August,8,Shubuh,Committed,Alone,Home
August,8,Dzuhur,Committed,Jamaah,Mosque
August,8,Ashar,Committed,Alone,Home
August,8,Maghrib,Committed,Alone,Home
August,8,Isya,Committed,Jamaah,Mosque
August,9,Shubuh,Committed,Alone,Home
August,9,Dzuhur,Committed,Alone,Home
August,9,Ashar,Committed,Alone,Mosque
August,9,Maghrib,Committed,Alone,Home
August,9,Isya,Committed,Alone,Home
August,10,Shubuh,Committed,Alone,Home
August,10,Dzuhur,Committed,Jamaah,Mosque
August,10,Ashar,Committed,Alone,Mosque
August,10,Maghrib,Committed,Alone,Home
August,10,Isya,Committed,Alone,Home
August,11,Shubuh,Committed,Alone,Home
August,11,Dzuhur,Committed,Alone,Home
August,11,Ashar,Committed,Alone,Home
August,11,Maghrib,Committed,Alone,Home
August,11,Isya,Committed,Jamaah,Mosque
August,12,Shubuh,Committed,Alone,Home
August,12,Dzuhur,Committed,Jamaah,Mosque
August,12,Ashar,Abandoned,,
August,12,Maghrib,Committed,Alone,Home
August,12,Isya,Committed,Jamaah,Mosque
August,13,Shubuh,Committed,Alone,Home
August,13,Dzuhur,Committed,Jamaah,Mosque
August,13,Ashar,Abandoned,,
August,13,Maghrib,Committed,Jamaah,Mosque
August,13,Isya,Committed,Jamaah,Mosque
August,14,Shubuh,Committed,Alone,Home
August,14,Dzuhur,Committed,Alone,Home
August,14,Ashar,Committed,Alone,Home
August,14,Maghrib,Committed,Alone,Home
August,14,Isya,Committed,Jamaah,Mosque
August,15,Shubuh,Committed,Alone,Home
August,15,Dzuhur,Committed,Jamaah,Mosque
August,15,Ashar,Committed,Alone,Home
August,15,Maghrib,Committed,Jamaah,Mosque
August,15,Isya,Committed,Jamaah,Mosque
August,16,Shubuh,Committed,Alone,Home
August,16,Dzuhur,Committed,Alone,Home
August,16,Ashar,Committed,Jamaah,Mosque
August,16,Maghrib,Committed,Alone,Home
August,16,Isya,Committed,Jamaah,Mosque
August,17,Shubuh,Committed,Alone,Home
August,17,Dzuhur,Committed,Jamaah,Mosque
August,17,Ashar,Committed,Alone,Home
August,17,Maghrib,Committed,Jamaah,Mosque
August,17,Isya,Committed,Jamaah,Mosque
August,18,Shubuh,Committed,Alone,Home
August,18,Dzuhur,Committed,Alone,Mosque
August,18,Ashar,Committed,Alone,Mosque
August,18,Maghrib,Committed,Alone,Mosque
August,18,Isya,Committed,Alone,Home
August,19,Shubuh,Committed,Alone,Mosque
August,19,Dzuhur,Committed,Alone,Home
August,19,Ashar,Abandoned,,
August,19,Maghrib,Committed,Alone,Home
August,19,Isya,Committed,Jamaah,Mosque
August,20,Shubuh,Committed,Alone,Home
August,20,Dzuhur,Committed,Alone,Home
August,20,Ashar,Committed,Alone,Home
August,20,Maghrib,Committed,Alone,Home
August,20,Isya,Committed,Jamaah,Mosque
August,21,Shubuh,Committed,Alone,Home
August,21,Dzuhur,Committed,Jamaah,Mosque
August,21,Ashar,Committed,Alone,Home
August,21,Maghrib,Committed,Jamaah,Mosque
August,21,Isya,Committed,Jamaah,Mosque
August,22,Shubuh,Committed,Alone,Home
August,22,Dzuhur,Committed,Jamaah,Mosque
August,22,Ashar,Committed,Alone,Home
August,22,Maghrib,Committed,Jamaah,Mosque
August,22,Isya,Committed,Jamaah,Mosque
August,23,Shubuh,Abandoned,,
August,23,Dzuhur,Committed,Alone,Mosque
August,23,Ashar,Committed,Jamaah,Mosque
August,23,Maghrib,Committed,Alone,Mosque
August,23,Isya,Committed,Jamaah,Mosque
August,24,Shubuh,Committed,Alone,Home
August,24,Dzuhur,Committed,Jamaah,Mosque
August,24,Ashar,Abandoned,,
August,24,Maghrib,Committed,Alone,Home
August,24,Isya,Committed,Jamaah,Mosque
August,25,Shubuh,Committed,Alone,Home
August,25,Dzuhur,Committed,Alone,Home
August,25,Ashar,Committed,Jamaah,Mosque
August,25,Maghrib,Committed,Alone,Mosque
August,25,Isya,Committed,Alone,Home
August,26,Shubuh,Committed,Alone,Home
August,26,Dzuhur,Committed,Jamaah,Mosque
August,26,Ashar,Committed,Alone,Home
August,26,Maghrib,Committed,Alone,Home
August,26,Isya,Committed,Jamaah,Mosque
August,27,Shubuh,Committed,Alone,Home
August,27,Dzuhur,Committed,Jamaah,Mosque
August,27,Ashar,Committed,Alone,Home
August,27,Maghrib,Committed,Jamaah,Mosque
August,27,Isya,Committed,Jamaah,Mosque
August,28,Shubuh,Abandoned,,
August,28,Dzuhur,Abandoned,,
August,28,Ashar,Committed,Jamaah,Mosque
August,28,Maghrib,Committed,Alone,Home
August,28,Isya,Committed,Jamaah,Mosque
August,29,Shubuh,Committed,Alone,Home
August,29,Dzuhur,Committed,Jamaah,Mosque
August,29,Ashar,Committed,Alone,Home
August,29,Maghrib,Committed,Alone,Home
August,29,Isya,Committed,Jamaah,Mosque
August,30,Shubuh,Committed,Alone,Mosque
August,30,Dzuhur,Committed,Alone,Home
August,30,Ashar,Committed,Jamaah,Mosque
August,30,Maghrib,Committed,Alone,Mosque
August,30,Isya,Committed,Jamaah,Mosque
August,31,Shubuh,Committed,Alone,Home
August,31,Dzuhur,Committed,Alone,Home
August,31,Ashar,Committed,Jamaah,Mosque
August,31,Maghrib,Committed,Alone,Home
August,31,Isya,Committed,Jamaah,Mosque
Month,Date,Shalat,Commitment,Person,Place
September,1,Shubuh,Committed,Alone,Home
September,1,Dzuhur,Committed,Alone,Home
September,1,Ashar,Committed,Jamaah,Mosque
September,1,Maghrib,Committed,Alone,Home
September,1,Isya,Committed,Jamaah,Mosque
September,2,Shubuh,Committed,Alone,Home
September,2,Dzuhur,Committed,Alone,Mosque
September,2,Ashar,Committed,Alone,Home
September,2,Maghrib,Committed,Alone,Home
September,2,Isya,Committed,Jamaah,Mosque
September,3,Shubuh,Committed,Alone,Home
September,3,Dzuhur,Committed,Jamaah,Mosque
September,3,Ashar,Committed,Alone,Mosque
September,3,Maghrib,Committed,Jamaah,Mosque
September,3,Isya,Committed,Alone,Mosque
September,4,Shubuh,Committed,Alone,Home
September,4,Dzuhur,Committed,Alone,Home
September,4,Ashar,Committed,Jamaah,Mosque
September,4,Maghrib,Committed,Alone,Mosque
September,4,Isya,Committed,Jamaah,Mosque
September,5,Shubuh,Committed,Alone,Home
September,5,Dzuhur,Committed,Jamaah,Mosque
September,5,Ashar,Committed,Jamaah,Mosque
September,5,Maghrib,Abandoned,,
September,5,Isya,Committed,Alone,Home
September,6,Shubuh,Committed,Alone,Home
September,6,Dzuhur,Abandoned,,
September,6,Ashar,Committed,Alone,Home
September,6,Maghrib,Committed,Alone,Home
September,6,Isya,Committed,Jamaah,Mosque
September,7,Shubuh,Abandoned,,
September,7,Dzuhur,Committed,Alone,Home
September,7,Ashar,Committed,Jamaah,Mosque
September,7,Maghrib,Committed,Alone,Home
September,7,Isya,Committed,Alone,Mosque
September,8,Shubuh,Committed,Alone,Home
September,8,Dzuhur,Committed,Alone,Mosque
September,8,Ashar,Committed,Alone,Home
September,8,Maghrib,Committed,Alone,Home
September,8,Isya,Committed,Jamaah,Mosque
September,9,Shubuh,Committed,Alone,Home
September,9,Dzuhur,Committed,Alone,Mosque
September,9,Ashar,Abandoned,,
September,9,Maghrib,Abandoned,,
September,9,Isya,Abandoned,,
September,10,Shubuh,Committed,Alone,Home
September,10,Dzuhur,Committed,Jamaah,Mosque
September,10,Ashar,Committed,Alone,Home
September,10,Maghrib,Committed,Alone,Mosque
September,10,Isya,Committed,Alone,Home
September,11,Shubuh,Abandoned,,
September,11,Dzuhur,Committed,Alone,Mosque
September,11,Ashar,Committed,Alone,Home
September,11,Maghrib,Committed,Alone,Home
September,11,Isya,Committed,Jamaah,Mosque
September,12,Shubuh,Abandoned,,
September,12,Dzuhur,Committed,Jamaah,Mosque
September,12,Ashar,Committed,Alone,Home
September,12,Maghrib,Abandoned,,
September,12,Isya,Committed,Alone,Home
September,13,Shubuh,Abandoned,,
September,13,Dzuhur,Committed,Alone,Home
September,13,Ashar,Committed,Jamaah,Mosque
September,13,Maghrib,Committed,Alone,Home
